,id,device,version,description
448,1945,Harpia CMS ,1.05,Agora 4.2.0 
449,1946,Jaws ,0.62, Search gadget SQL Injection
450,1948,phpMySms ,2, 'ROOT_PATH' Remote File Inclusion
451,1950,MyBulletinBoard (MyBB) ,1.13, 'usercp.php' Create Admin
452,1951,MyBulletinBoard (MyBB) ,1.13, Remote File Inclusion
453,1952,THoRCMS ,1.31, 'phpbb_root_path' Remote File Inclusion
454,1953,DeluxeBB ,1.07, Remote Create Admin
455,1954,DreamAccount ,3.1, 'auth.api.php' Remote File Inclusion
456,1955,Mambo Module CBSms ,1, Remote File Inclusion
457,1956,Mambo Component Pearl ,1.6, Multiple Remote File Inclusions
458,1957,Scout Portal Toolkit ,1.4, 'forumid' SQL Injection
459,1959,RsGallery,2, 'rsgallery.html.php' File Inclusion
460,1960,Blog:CMS ,4.0, SQL Injection
461,1961,Blog:CMS ,4.0, 'lid' SQL Injection
462,1963,GeekLog ,1.4, '_CONF[path]' Remote File Inclusion
463,1964,GeekLog ,1.4, 'f(u)ckeditor' Remote Code Execution
464,1968,DZCP (deV!L_z Clanportal) ,1.34, 'id' SQL Injection
465,1969,Stud.IP ,1.3,2
466,1970,Plume CMS ,1.13, 'dbinstall.php' Remote File Inclusion
467,1971,Randshop ,1.11, 'header.inc.php' Remote File Inclusion
468,1974,SmartSite CMS ,1, 'root' Multiple Remote File Inclusions
469,1975,BXCP ,0.304, 'where' SQL Injection
470,1981,Mambo Module galleria ,1.0, Remote File Inclusion
471,1982,Mambo Module galleria ,1.0, Remote File Inclusion
472,1983,MyPHP CMS ,0.3, 'domain' Remote File Inclusion
473,1991,Pivot ,1.3, Privilege Escalation / Remote Code Execution
474,1993,PAPOO ,3, SQL Injection / Admin Credentials Disclosure
475,1994,Mambo Component SimpleBoard ,1.1, Remote File Inclusion
476,1995,Mambo Component com_forum ,1.24, Remote File Inclusion
477,1996,Sabdrimer PRO ,2.24, 'pluginpath' Remote File Inclusion
478,1998,Ottoman CMS ,1.13, '?default_path=' Remote File Inclusion (2)
479,2002,EJ,3, 'descripcion' Remote Command Execution
480,2003,SQuery ,4.5, 'gore.php' Remote File Inclusion
481,2007,phpBB ,3, 'memberlist.php' SQL Injection
482,2008,Phorum ,5, 'pm.php' Arbitrary Local Inclusion
483,2009,CzarNews ,1.14, 'tpath' Remote File Inclusion
484,2010,Invision Power Board ,2.1, SQL Injection (1)
485,2012,MyBulletinBoard (MyBB) ,1.15, 'CLIENT
486,2018,FlushCMS ,1.0,pre2 
487,2019,mail,2, 'm2f_root_path' Remote File Inclusion
488,2020,Mambo Component com_videodb ,0.3, Remote File Inclusion
489,2021,Mambo Component SMF Forum ,1.313, Remote File Inclusion
490,2022,Mambo Component ExtCalendar ,2, Remote File Inclusion
491,2023,Mambo Component com_loudmouth ,4.0, Remote File Inclusion
492,2024,Mambo Component pc_cookbook ,0.3, Remote File Inclusion
493,2025,Mambo Component perForms ,1, Remote File Inclusion
494,2026,Mambo Component com_hashcash ,1.21, Remote File Inclusion
495,2027,Mambo Module HTMLArea,31.5, Remote File Inclusion
496,2028,Mambo Component Sitemap ,2.0, Remote File Inclusion
497,2029,Mambo Component pollxt ,1.2207, Remote File Inclusion
498,2030,Mambo Component MiniBB ,1.5, Remote File Inclusion
499,2032,Eskolar CMS ,0.9, Blind SQL Injection
500,2033,Invision Power Board ,2.1, SQL Injection (2)
501,2035,ToendaCMS ,1.0, 'FCKeditor' Arbitrary File Upload
502,2036,ToendaCMS ,1.0,Post 1.0 
503,2046,iManage CMS ,4.012, 'absolute_path' Remote File Inclusion
504,2049,SiteDepth CMS ,3.01, 'SD_DIR' Remote File Inclusion
505,2050,LoudBlog ,0.5, SQL Injection / Admin Credentials Disclosure
506,2058,PHP Forge ,3, 'cfg_racine' Remote File Inclusion
507,2060,PHP Live! ,3.21, 'help.php' Remote File Inclusion
508,2062,Mambo Component MoSpray ,18, Remote File Inclusion
509,2063,ArticlesOne ,7232006, 'page' Remote File Inclusion
510,2064,ArticlesOne ,7232006,Moodle alpha 
511,2066,Mambo Component multibanners ,1.01, Remote File Inclusion
512,2068,X,7, 'old_prefix' Blind SQL Injection
513,2069,Mambo Component PrinceClan Chess ,0.8, Remote File Inclusion
514,2071,Etomite CMS ,0.61, 'Username' SQL Injection (mq = off)
515,2072,Etomite CMS ,0.61, 'rfiles.php' Remote Command Execution
516,2077,WMNews ,0.2, 'base_datapath' Remote File Inclusion
517,2078,Mambo Component 'com_a,6, Remote File Inclusion
518,2081,Portail PHP ,1.7, 'chemin' Remote File Inclusion
519,2083,Mambo Component Security Images ,3.05, Remote File Inclusion
520,2084,Mambo Component MGM ,0.95, Remote File Inclusion
521,2085,Mambo Component 'com_colophon' ,1.2, Remote File Inclusion
522,2086,Mambo Component mambatStaff ,3.1, Remote File Inclusion
523,2087,vbPortal ,3.02, 'cookie' Remote Code Execution
524,2088,ATutor ,1.531, 'links' Blind SQL Injection
525,2089,Mambo Component User Home Pages ,0.5, Remote File Inclusion
526,2090,Joomla! Component com_bayesiannaivefilter ,1.1, Remote File Inclusion
527,2092,Joomla! Component LMO ,1.0, Remote File Inclusion
528,2095,PhpReactor ,1.27, 'pathtohomedir' Remote File Inclusion
529,2096,MyNewsGroups ,0.6, 'myng_root' Remote Inclusion
530,2097,NewsLetter ,3.5, 'NL_PATH' Remote File Inclusion
531,2098,TSEP ,0.942, 'copyright.php' Remote File Inclusion
532,2099,WoW Roster ,1.51, 'subdir' Remote File Inclusion
533,2100,phpAuction ,2.1, 'phpAds_path' Remote File Inclusion
534,2101,newsReporter ,1.1, 'index.php' Remote File Inclusion
535,2102,Voodoo chat ,1.0, 'file_path' Remote File Inclusion
536,2103,k_shoutbox ,4.4, Remote File Inclusion
537,2104,k_fileManager ,1.2, 'dwl_include_path' Remote File Inclusion
538,2105,XMB ,1.96, 'mq=off' 'u2uid' SQL Injection
539,2109,WoW Roster ,1.7, '/lib/phpBB.php' Remote File Inclusion
540,2110,TWiki ,4.04, Configure Script Remote Code Execution (Metasploit)
541,2113,SaveWeb Portal ,3.4, 'SITE_Path' Remote File Inclusion
542,2114,TinyPHP Forum ,3.6, 'makeAdmin' Remote Admin Maker
543,2115,Kayako eSupport ,2.31, 'subd' Remote File Inclusion
544,2116,TSEP ,0.942, 'colorswitch.php' Remote File Inclusion
545,2117,SendCard ,3.4, Unauthorized Administrative Access
546,2118,MyBloggie ,2.14, 'trackback.php' Multiple SQL Injections
547,2119,PHP Simple Shop ,2, 'abs_path' Remote File Inclusion
548,2120,PHP Live Helper ,2, 'abs_path' Remote File Inclusion
549,2121,Torbstoff News ,4, 'pfad' Remote File Inclusion
550,2122,ME Download System ,1.3, 'header.php' Remote File Inclusion
551,2123,SQLiteWebAdmin ,0.1, 'tpl.inc.php' Remote File Inclusion
552,2125,SQLiteWebAdmin ,0.1,Wiki 1.0.2 
553,2127,ModernBill ,1.6, 'config.php' Remote File Inclusion
554,2128,SAPID ,1.2305, 'ROOT_PATH' Remote File Inclusion
555,2129,SAPID Blog Beta ,2, 'ROOT_PATH' Remote File Inclusion
556,2130,SAPID Gallery ,1, 'ROOT_PATH' Remote File Inclusion
557,2131,SAPID Shop ,1.2, 'ROOT_PATH' Remote File Inclusion
558,2132,phpAutoMembersArea ,3.25, 'installed_config_file' Remote File Inclusion
559,2133,phpAutoMembersArea ,3.25, Administrator Authentication Bypass
560,2134,phpCC ,4.2, 'base_dir' Remote File Inclusion
561,2135,NEWSolved Lite ,1.92, 'abs_path' Remote File Inclusion
562,2137,NEWSolved Lite ,1.92, 'main.php' Remote File Inclusion
563,2139,PHPCodeCabinet ,0.5, 'Core.php' Remote File Inclusion
564,2141,Visual Events Calendar ,1.1, 'cfg_dir' Remote File Inclusion
565,2142,ZoneX ,1.03, Publishers Gold Edition Remote File Inclusion
566,2143,TWiki ,4.04, 'configure' Remote Command Execution
567,2146,docpile:we ,0.22, 'INIT_PATH' Remote File Inclusion
568,2148,phNNTP ,1.3, 'article
569,2149,Hitweb ,4.21, 'REP_INC' Remote File Inclusion
570,2151,Cwfm ,0.91, 'Language' Remote File Inclusion
571,2152,PHP ,4.43, 'objIndex' Local Buffer Overflow
572,2153,Boite de News ,4.01, 'index.php' Remote File Inclusion
573,2154,PgMarket ,2.23, 'CFG[libdir]' Remote File Inclusion
574,2155,PgMarket ,2.23,Commerce 1.0.625 
575,2157,PgMarket ,2.23, 'BBCodeFile' Remote File Inclusion
576,2158,TinyWebGallery ,1.5, 'image' Remote File Inclusion
577,2159,PHPMyRing ,4.2, 'view_com.php' SQL Injection
578,2161,SAPID CMS ,1.23, 'rootpath' Remote Code Execution
579,2163,PHPWCMS ,1.1,RC4 
580,2165,Spaminator ,1.7, 'page' Remote File Inclusion
581,2166,Thatware ,0.46, 'ROOT_PATH' Remote File Inclusion
582,2167,SaveWebPortal ,3.4, 'page' Remote File Inclusion
583,2168,phpPrintAnalyzer ,1.2, Remote File Inclusion
584,2169,Chaussette ,80706, '_BASE' Remote File Inclusion
585,2170,VWar ,1.5, 'online.php' SQL Injection
586,2171,WEBInsta MM ,1.3, 'cabsolute_path' Remote File Inclusion
587,2172,Mambo Component Remository ,3.25, Remote File Inclusion
588,2173,MVCnPHP ,3, glConf[path_libraries] Remote File Inclusion
589,2174,Wheatblog ,1.1, 'session.php' Remote File Inclusion
590,2175,WEBInsta CMS ,0.31, 'templates_dir' Remote File Inclusion
591,2177,Joomla! Component Webring ,1, Remote File Inclusion
592,2178,XMB ,1.96, 'basename()' Remote Command Execution
593,2181,PHPay ,2.02, 'nu_mail.inc.php?mail()' Remote Injection
594,2182,Mambo Component MMP ,1.2, Remote File Inclusion
595,2183,ProjectButler ,0.84, 'rootdir' Remote File Inclusion
596,2184,Mambo Component Peoplebook ,1, Remote File Inclusion
597,2187,WEBInsta MM ,1.3, 'absolute_path' Remote File Inclusion
598,2188,Discloser ,0.04, 'fileloc' Remote File Inclusion
599,2189,WEBInsta CMS ,0.31, 'users.php' Remote File Inclusion
600,2190,PHProjekt ,5.1, Multiple Remote File Inclusions
601,2191,dotProject ,2.04, 'baseDir' Remote File Inclusion
602,2192,OPT Max ,1.2, 'CRM_inc' Remote File Inclusion
603,2196,OPT Max ,1.2, Remote File Inclusion
604,2198,CubeCart ,3.011, 'oid' Blind SQL Injection
605,2199,IRSR ,0.2, '_sysSessionPath' Remote File Inclusion
606,2200,WTcom ,0.24,alpha 
607,2201,POWERGAP ,2003, 's0x.php' Remote File Inclusion
608,2202,Mambo Component mambelfish ,1.1, Remote File Inclusion
609,2203,Joomla! Component com_jim ,1.01, Remote File Inclusion
610,2205,Joomla! Component Mosets Tree ,1, Remote File Inclusion
611,2206,Mambo Component 'com_phpshop' ,1.2, Remote File Inclusion
612,2207,Mambo Component 'com_a,6, Remote File Inclusion
613,2209,Joomla! Component Artlinks ,1.0, Remote File Inclusion
614,2211,PHlyMail Lite ,3.44, 'mod.listmail.php' Remote File Inclusion
615,2212,phpCodeGenie ,3.02, 'BEAUT_PATH' Remote File Inclusion
616,2213,Mambo Component MamboWiki ,0.96, Remote File Inclusion
617,2214,Joomla! Component Link Directory ,1.03, Remote File Inclusion
618,2215,Joomla! Component Kochsuite ,0.94, Remote File Inclusion
619,2216,Sonium Enterprise Adressbook ,0.2, 'folder' Include
620,2217,Mambo Component cropimage ,1, Remote File Inclusion
621,2218,Interact ,2.2, 'CONFIG[base_path]' Remote File Inclusion
622,2219,Joomla! Component Poll ,1.01, Arbitrary Add Votes
623,2220,Tutti Nova ,1.6, 'TNLIB_DIR' Remote File Inclusion
624,2221,Fantastic News ,2.13, 'script_path' Remote File Inclusion
625,2222,Mambo Component com_lurm_constructor ,0.6, Remote File Inclusion
626,2224,ZZ:FlashChat ,3.1, 'adminlog' Remote File Inclusion
627,2225,ZZ:FlashChat ,3.1,Backup 1.1 
628,2226,NES Game and NES System c,108122, Remote File Inclusion
629,2227,SportsPHool ,1, 'mainnav' Remote File Inclusion
630,2229,Shadows Rising RPG ,0.05, Remote File Inclusion
631,2231,Simple Machines Forum (SMF) ,1.1, 'lngfile' Local File Inclusion
632,2232,SimpleBlog ,2, 'comments.asp' SQL Injection (2)
633,2235,PHProjekt ,6.1, 'path_pre' Multiple Remote File Inclusions
634,2236,PHlyMail Lite ,3.44, 'folderprops.php' Remote File Inclusion (2)
635,2239,Empire CMS ,3.7, 'checklevel.php' Remote File Inclusion
636,2240,HPE ,1, HPEinc Remote File Inclusion (2)
637,2243,Simple Machines Forum (SMF) ,1.1, Lock Topics
638,2247,MercuryBoard ,1.14, 'User
639,2248,phpBB All Topics Mod ,1.5, 'start' SQL Injection
640,2249,pSlash ,0.7, 'lvc_include_dir' Remote File Inclusion
641,2250,Integramod Portal ,2, 'functions_portal.php' Remote File Inclusion
642,2251,VistaBB ,2, 'functions_mod_user.php' Remote File Inclusion
643,2252,Wikepage Opus ,10, Remote Command Execution
644,2253,Phaos ,0.92, 'basename()' Remote Command Execution
645,2254,PHPCOIN ,1.23, 'session_set.php' Remote File Inclusion
646,2255,eFiction < ,2.07, Remote Admin Authentication Bypass
647,2256,Integramod Portal ,2.0, 'phpbb_root_path' Remote File Inclusion
648,2257,CliServ Web Community ,0.65, 'cl_headers' Include
649,2259,ProManager ,0.73, 'note.php' SQL Injection
650,2260,ProManager ,0.73,EasySite 1.0a5 
651,2261,iziContents RC,6, Remote Code Execution
652,2262,CMS Frogss ,0.4, 'podpis' SQL Injection
653,2263,Ay System CMS ,2.6, 'main.php' Remote File Inclusion
654,2268,e,107, GLOBALS Overwrite Remote Code Execution
655,2269,Web,3, 'PHPSECURITYADMIN_PATH' Remote File Inclusion
656,2270,phpGroupWare ,0.916, 'GLOBALS[]' Remote Code Execution
657,2271,PortailPHP mod_phpalbum ,2.15, 'chemin' Remote File Inclusion
658,2272,MiniBill ,1.22, config[plugin_dir] Remote File Inclusion
659,2273,ExBB Italiano ,0.2, exbb[home_path] Remote File Inclusion
660,2275,PHPECard ,2.14, 'functions.php' Remote File Inclusion
661,2279,phpAtm ,1.21, 'include_location' Remote File Inclusion
662,2280,Lanifex DMO ,2.3, '_incMgr' Remote File Inclusion
663,2281,Pheap CMS ,1.1, 'lpref' Remote File Inclusion
664,2282,YACS CMS ,6.61, context[path_to_root] Remote File Inclusion
665,2285,YACS CMS ,6.61, 'login_check.php' Remote File
666,2288,TikiWiki ,1.9, 'jhot.php' Remote Command Execution
667,2289,Annuaire ,1, SQL Injection
668,2290,Dyncms Release ,6, 'x_admindir' Remote File Inclusion
669,2291,PmWiki ,2.119, 'Zend_Hash_Del_Key_Or_Index' Remote Command Execution
670,2292,PmWiki ,2.119,ng 2.3.1 
671,2293,FlashChat ,4.57, 'aedating4CMS.php' Remote File Inclusion
672,2295,FlashChat ,4.57,link 2.3.4 
673,2297,TR Forum ,2, SQL Injection / Bypass Security Restriction
674,2298,pHNews alpha ,1, 'templates_dir' Remote Code Execution
675,2299,PHP Proxima ,6, completepack Remote Code Execution
676,2300,SoftBB ,0.1, 'cmd' Remote Command Execution
677,2301,MySpeach ,3.02, 'my_ms[root]' Remote File Inclusion
678,2304,GrapAgenda ,0.1, 'page' Remote File Inclusion
679,2305,AnnonceV News Script ,1.1, 'page' Remote File Inclusion
680,2307,ACGV News ,0.91, 'article.php' Remote File Inclusion
681,2308,ACGV News ,0.91,News 1.0.1 
682,2309,Sponge News ,2.2, 'sndir' Remote File Inclusion
683,2310,PhpCommander ,3, 'upload' Remote Code Execution
684,2311,phpBB Shadow Premod ,2.71, Remote File Inclusion
685,2312,BinGo News ,3.01, 'bnrep' Remote File Inclusion
686,2313,phpFullAnnu ,5.1, 'repmod' Remote File Inclusion
687,2314,Beautifier ,0.1, 'Core.php' Remote File Inclusion
688,2315,Akarru ,0.4334, 'bm_content' Remote File Inclusion
689,2316,PayProCart ,1146078425, Multiple Remote File Inclusions
690,2317,SL_Site ,1, 'spaw_root' Remote File Inclusion
691,2318,Web Server Creator ,0.1, 'l' Remote File Inclusion
692,2319,Fire Soft Board RC ,3, 'racine' Remote File Inclusion
693,2321,DokuWiki ,2006,3
694,2322,DokuWiki ,2006,3
695,2323,PhpNews ,1, 'Include' Remote File Inclusion
696,2324,ACGV News ,0.91, 'header.php' Remote File Inclusion
697,2325,News Evolution ,3.03, _NE[AbsPath] Remote File Inclusion
698,2326,News Evolution ,3.03,News 0.5 
699,2327,PhotoKorn Gallery ,1.52, 'dir_path' Remote File Inclusion
700,2329,Somery ,0.46, 'skin_dir' Remote File Inclusion
701,2333,CCleague Pro ,1.01, 'cookie' Remote Code Execution
702,2335,MyABraCaDaWeb ,1.03, 'base' Remote File Inclusion
703,2336,Socketwiz BookMarks ,2, 'root_dir' Remote File Inclusion
704,2337,Vivvo Article Manager ,3.2, 'id' SQL Injection
705,2339,Vivvo Article Manager ,3.2, 'classified_path' File Inclusion
706,2340,PUMA ,1.0, 'config.php' Remote File Inclusion
707,2341,Open Bulletin Board ,1.08, 'ROOT_PATH' File Inclusion
708,2342,mcGalleryPRO ,2006, 'path_to_folder' Remote File Inclusion
709,2343,MiniPort@l ,0.15, 'skiny' Remote File Inclusion
710,2344,MiniPort@l ,0.15,CMS 1.0.1beta 
711,2346,WTools ,0.01, 'INCLUDE_PATH' Remote File Inclusion
712,2347,PhpLinkExchange ,1, Include / Cross
713,2348,phpBB ,2.021, Poison Null Byte Remote File Upload
714,2349,phpBB XS ,0.58, 'functions.php' Remote File Inclusion
715,2350,p,4, 'abs_pfad' Remote File Inclusion
716,2351,Popper ,1.41,r2 
717,2352,webSPELL ,4.0101, Database Backup Download
718,2353,webSPELL ,4.0101,modded 1.0.6
719,2354,Telekorn Signkorn Guestbook ,1.3, 'dir_path' Remote File Inclusion
720,2356,Quicksilver Forums ,1.21, Remote File Inclusion
721,2357,Quicksilver Forums ,1.21, 'gallery_path' Remote File Inclusion
722,2359,Downstat ,1.8, 'art' Remote File Inclusion
723,2361,Shadowed Portal ,5.599, 'root' Remote File Inclusion
724,2363,Magic News Pro ,1.03, 'script_path' Remote File Inclusion
725,2364,KnowledgeBuilder ,2.2, 'visEdit_root' Remote File Inclusion
726,2365,Newsscript ,0.5, Local/Remote File Inclusion
727,2366,phpQuiz ,0.1, 'pagename' Remote File Inclusion
728,2367,Mambo Component com_serverstat ,0.44, Remote File Inclusion
729,2368,TeamCal Pro ,2.8001, 'app_root' Remote File Inclusion
730,2369,PhotoPost ,4.6, 'PP_PATH' Remote File Inclusion
731,2370,Limbo CMS ,1.042, 'com_contact' Remote Code Execution
732,2372,BolinOS ,4.55, 'gBRootPath' Remote File Inclusion
733,2373,PHP DocWriter ,0.3, 'script' Remote File Inclusion
734,2374,Site@School ,2.402, Arbitrary File Upload
735,2375,Coppermine Photo Gallery ,1.22, Remote File Inclusion
736,2376,phpQuiz ,0.12, SQL Injection / Code Execution
737,2377,aeDating ,4.1, dir[inc] Remote File Inclusion
738,2378,GNUTURK ,2, 't_id' SQL Injection
739,2379,Mambo Component com_registration_detailed ,4.1, Remote File Inclusion
740,2380,Mambo Component com_registration_detailed ,4.1,CMS 1.5 
741,2381,guanxiCRM Business Solution ,0.91, Remote File Inclusion
742,2382,Zix Forum ,1.12, 'RepId' SQL Injection (2)
743,2383,MobilePublisherPHP ,1.5, Remote File Inclusion
744,2388,CMtextS ,1, '/users_logins/admin.txt' Credentials Disclosure
745,2389,CMtextS ,1,Friends 4.85 
746,2390,PNPHPBB,2, 'phpbb_root_path' Remote File Inclusion
747,2391,Exponent CMS ,0.963, 'view' Remote Command Execution
748,2392,Exponent CMS ,0.963, 'Home_Path' Remote File Inclusion
749,2393,Exponent CMS ,0.963, 'Inc_Dir' Remote File Inclusion
750,2394,more.groupware ,0.74, 'new_calendarid' SQL Injection
751,2396,Simple Discussion Board ,0.1, Remote File Inclusion
752,2397,MyReview ,1.94, 'email' SQL Injection / Code Execution
753,2398,Digital WebShop ,1.128, Multiple Remote File Inclusions
754,2399,BCWB ,0.99, 'ROOT_PATH' Remote File Inclusion
755,2402,PHP Blue Dragon CMS ,2.91, Cross
756,2405,AllMyGuests ,0.41, 'cfg_serverpath' Remote File Inclusion
757,2406,exV,2, 'sort' SQL Injection
758,2407,pNews ,1.1, 'nbs' Remote File Inclusion
759,2409,PHPartenaire ,1, 'dix.php3' Remote File Inclusion
760,2410,phpQuestionnaire ,3.12, 'phpQRootDir' Remote File Inclusion
761,2411,ProgSys ,0.156, 'RR.php' Remote File Inclusion
762,2413,SolidState ,0.4, Multiple Remote File Inclusions
763,2414,SolidState ,0.4,CMS 0.1.1 
764,2415,exV,2, 'extract()' Remote Command Execution
765,2417,Eskolar CMS ,0.9, 'index.php' SQL Injection
766,2418,Eskolar CMS ,0.9,Vision CMS 2.0 
767,2419,Eskolar CMS ,0.9,News 1.6.3 
768,2420,ZoomStats ,1.02, 'mysql.php' Remote File Inclusion
769,2422,ZoomStats ,1.02,Clan
770,2424,SyntaxCMS ,1.3, '0004_init_urls.php' Remote File Inclusion
771,2427,Polaring ,0.0403, 'general.php' Remote File Inclusion
772,2428,PBLang ,4.66, 'temppath' Remote File Inclusion
773,2429,Minerva ,2.021, 'phpbb_root_path' File Inclusion
774,2431,evoBB ,0.3, 'path' Remote File Inclusion
775,2432,BrudaNews ,1.1, '/admin/index.php' Remote File Inclusion
776,2433,BrudaGB ,1.1, '/admin/index.php' Remote File Inclusion
777,2434,faceStones personal ,2.042, 'fs_form_links.php' File Inclusion
778,2435,Web//News ,1.4, 'parser.php' Remote File Inclusion (1)
